id,pair,condition,x,mu,z,sigma,seed,low_word,high_word,logit_diff
age_explicit_000810,age,explicit,20.0,25.0,-1.0,5.0,-1,young,old,-2.75
age_explicit_000841,age,explicit,20.0,35.0,-3.0,5.0,-1,young,old,-2.5
age_explicit_000872,age,explicit,20.0,40.0,-4.0,5.0,-1,young,old,-2.625
age_explicit_000903,age,explicit,20.0,45.0,-5.0,5.0,-1,young,old,-3.0
age_explicit_000934,age,explicit,20.0,55.0,-7.0,5.0,-1,young,old,-2.75
age_explicit_000965,age,explicit,30.0,25.0,1.0,5.0,-1,young,old,0.0
age_explicit_000996,age,explicit,30.0,35.0,-1.0,5.0,-1,young,old,-2.25
age_explicit_001027,age,explicit,30.0,40.0,-2.0,5.0,-1,young,old,-2.5
age_explicit_001058,age,explicit,30.0,45.0,-3.0,5.0,-1,young,old,-2.75
age_explicit_001089,age,explicit,30.0,55.0,-5.0,5.0,-1,young,old,-3.125
age_explicit_001120,age,explicit,40.0,25.0,3.0,5.0,-1,young,old,1.25
age_explicit_001151,age,explicit,40.0,35.0,1.0,5.0,-1,young,old,-0.125
age_explicit_001182,age,explicit,40.0,40.0,0.0,5.0,-1,young,old,-0.375
age_explicit_001213,age,explicit,40.0,45.0,-1.0,5.0,-1,young,old,-1.875
age_explicit_001244,age,explicit,40.0,55.0,-3.0,5.0,-1,young,old,-2.75
age_explicit_001275,age,explicit,50.0,25.0,5.0,5.0,-1,young,old,1.75
age_explicit_001306,age,explicit,50.0,35.0,3.0,5.0,-1,young,old,1.125
age_explicit_001337,age,explicit,50.0,40.0,2.0,5.0,-1,young,old,0.875
age_explicit_001368,age,explicit,50.0,45.0,1.0,5.0,-1,young,old,0.25
age_explicit_001399,age,explicit,50.0,55.0,-1.0,5.0,-1,young,old,-1.75
age_explicit_001430,age,explicit,60.0,25.0,7.0,5.0,-1,young,old,1.625
age_explicit_001461,age,explicit,60.0,35.0,5.0,5.0,-1,young,old,1.625
age_explicit_001492,age,explicit,60.0,40.0,4.0,5.0,-1,young,old,1.375
age_explicit_001523,age,explicit,60.0,45.0,3.0,5.0,-1,young,old,1.125
age_explicit_001554,age,explicit,60.0,55.0,1.0,5.0,-1,young,old,0.125
age_implicit_000780,age,implicit,20.0,25.0,-1.0,5.0,0,young,old,-0.75
age_implicit_000781,age,implicit,20.0,25.0,-1.0,5.0,1,young,old,0.125
age_implicit_000782,age,implicit,20.0,25.0,-1.0,5.0,2,young,old,-0.375
age_implicit_000783,age,implicit,20.0,25.0,-1.0,5.0,3,young,old,-0.75
age_implicit_000784,age,implicit,20.0,25.0,-1.0,5.0,4,young,old,-0.875
age_implicit_000785,age,implicit,20.0,25.0,-1.0,5.0,5,young,old,0.5
age_implicit_000786,age,implicit,20.0,25.0,-1.0,5.0,6,young,old,0.0
age_implicit_000787,age,implicit,20.0,25.0,-1.0,5.0,7,young,old,-0.375
age_implicit_000788,age,implicit,20.0,25.0,-1.0,5.0,8,young,old,-0.625
age_implicit_000789,age,implicit,20.0,25.0,-1.0,5.0,9,young,old,-0.625
age_implicit_000790,age,implicit,20.0,25.0,-1.0,5.0,10,young,old,-0.375
age_implicit_000791,age,implicit,20.0,25.0,-1.0,5.0,11,young,old,-0.5
age_implicit_000792,age,implicit,20.0,25.0,-1.0,5.0,12,young,old,-0.125
age_implicit_000793,age,implicit,20.0,25.0,-1.0,5.0,13,young,old,-0.625
age_implicit_000794,age,implicit,20.0,25.0,-1.0,5.0,14,young,old,-0.125
age_implicit_000795,age,implicit,20.0,25.0,-1.0,5.0,15,young,old,-0.125
age_implicit_000796,age,implicit,20.0,25.0,-1.0,5.0,16,young,old,-0.75
age_implicit_000797,age,implicit,20.0,25.0,-1.0,5.0,17,young,old,0.0
age_implicit_000798,age,implicit,20.0,25.0,-1.0,5.0,18,young,old,0.0
age_implicit_000799,age,implicit,20.0,25.0,-1.0,5.0,19,young,old,0.0
age_implicit_000800,age,implicit,20.0,25.0,-1.0,5.0,20,young,old,0.0
age_implicit_000801,age,implicit,20.0,25.0,-1.0,5.0,21,young,old,-0.625
age_implicit_000802,age,implicit,20.0,25.0,-1.0,5.0,22,young,old,0.125
age_implicit_000803,age,implicit,20.0,25.0,-1.0,5.0,23,young,old,-0.875
age_implicit_000804,age,implicit,20.0,25.0,-1.0,5.0,24,young,old,-0.375
age_implicit_000805,age,implicit,20.0,25.0,-1.0,5.0,25,young,old,-0.375
age_implicit_000806,age,implicit,20.0,25.0,-1.0,5.0,26,young,old,-0.625
age_implicit_000807,age,implicit,20.0,25.0,-1.0,5.0,27,young,old,-0.875
age_implicit_000808,age,implicit,20.0,25.0,-1.0,5.0,28,young,old,-0.25
age_implicit_000809,age,implicit,20.0,25.0,-1.0,5.0,29,young,old,-0.125
age_implicit_000811,age,implicit,20.0,35.0,-3.0,5.0,0,young,old,-1.5
age_implicit_000812,age,implicit,20.0,35.0,-3.0,5.0,1,young,old,-1.0
age_implicit_000813,age,implicit,20.0,35.0,-3.0,5.0,2,young,old,-1.125
age_implicit_000814,age,implicit,20.0,35.0,-3.0,5.0,3,young,old,-1.625
age_implicit_000815,age,implicit,20.0,35.0,-3.0,5.0,4,young,old,-1.375
age_implicit_000816,age,implicit,20.0,35.0,-3.0,5.0,5,young,old,-1.0
age_implicit_000817,age,implicit,20.0,35.0,-3.0,5.0,6,young,old,-1.25
age_implicit_000818,age,implicit,20.0,35.0,-3.0,5.0,7,young,old,-0.75
age_implicit_000819,age,implicit,20.0,35.0,-3.0,5.0,8,young,old,-1.0
age_implicit_000820,age,implicit,20.0,35.0,-3.0,5.0,9,young,old,-1.625
age_implicit_000821,age,implicit,20.0,35.0,-3.0,5.0,10,young,old,-0.875
age_implicit_000822,age,implicit,20.0,35.0,-3.0,5.0,11,young,old,-1.25
age_implicit_000823,age,implicit,20.0,35.0,-3.0,5.0,12,young,old,-1.0
age_implicit_000824,age,implicit,20.0,35.0,-3.0,5.0,13,young,old,-1.375
age_implicit_000825,age,implicit,20.0,35.0,-3.0,5.0,14,young,old,-1.0
age_implicit_000826,age,implicit,20.0,35.0,-3.0,5.0,15,young,old,-0.625
age_implicit_000827,age,implicit,20.0,35.0,-3.0,5.0,16,young,old,-1.625
age_implicit_000828,age,implicit,20.0,35.0,-3.0,5.0,17,young,old,-1.0
age_implicit_000829,age,implicit,20.0,35.0,-3.0,5.0,18,young,old,-1.0
age_implicit_000830,age,implicit,20.0,35.0,-3.0,5.0,19,young,old,-0.625
age_implicit_000831,age,implicit,20.0,35.0,-3.0,5.0,20,young,old,-1.375
age_implicit_000832,age,implicit,20.0,35.0,-3.0,5.0,21,young,old,-1.5
age_implicit_000833,age,implicit,20.0,35.0,-3.0,5.0,22,young,old,-0.875
age_implicit_000834,age,implicit,20.0,35.0,-3.0,5.0,23,young,old,-1.25
age_implicit_000835,age,implicit,20.0,35.0,-3.0,5.0,24,young,old,-0.875
age_implicit_000836,age,implicit,20.0,35.0,-3.0,5.0,25,young,old,-1.0
age_implicit_000837,age,implicit,20.0,35.0,-3.0,5.0,26,young,old,-1.25
age_implicit_000838,age,implicit,20.0,35.0,-3.0,5.0,27,young,old,-1.375
age_implicit_000839,age,implicit,20.0,35.0,-3.0,5.0,28,young,old,-0.625
age_implicit_000840,age,implicit,20.0,35.0,-3.0,5.0,29,young,old,-1.375
age_implicit_000842,age,implicit,20.0,40.0,-4.0,5.0,0,young,old,-1.5
age_implicit_000843,age,implicit,20.0,40.0,-4.0,5.0,1,young,old,-1.125
age_implicit_000844,age,implicit,20.0,40.0,-4.0,5.0,2,young,old,-1.375
age_implicit_000845,age,implicit,20.0,40.0,-4.0,5.0,3,young,old,-1.625
age_implicit_000846,age,implicit,20.0,40.0,-4.0,5.0,4,young,old,-1.5
age_implicit_000847,age,implicit,20.0,40.0,-4.0,5.0,5,young,old,-1.0
age_implicit_000848,age,implicit,20.0,40.0,-4.0,5.0,6,young,old,-1.375
age_implicit_000849,age,implicit,20.0,40.0,-4.0,5.0,7,young,old,-0.875
age_implicit_000850,age,implicit,20.0,40.0,-4.0,5.0,8,young,old,-1.0
age_implicit_000851,age,implicit,20.0,40.0,-4.0,5.0,9,young,old,-1.25
age_implicit_000852,age,implicit,20.0,40.0,-4.0,5.0,10,young,old,-1.125
age_implicit_000853,age,implicit,20.0,40.0,-4.0,5.0,11,young,old,-1.0
age_implicit_000854,age,implicit,20.0,40.0,-4.0,5.0,12,young,old,-0.875
age_implicit_000855,age,implicit,20.0,40.0,-4.0,5.0,13,young,old,-1.25
age_implicit_000856,age,implicit,20.0,40.0,-4.0,5.0,14,young,old,-1.0
age_implicit_000857,age,implicit,20.0,40.0,-4.0,5.0,15,young,old,-0.875
age_implicit_000858,age,implicit,20.0,40.0,-4.0,5.0,16,young,old,-1.75
age_implicit_000859,age,implicit,20.0,40.0,-4.0,5.0,17,young,old,-1.0
age_implicit_000860,age,implicit,20.0,40.0,-4.0,5.0,18,young,old,-1.25
age_implicit_000861,age,implicit,20.0,40.0,-4.0,5.0,19,young,old,-1.125
age_implicit_000862,age,implicit,20.0,40.0,-4.0,5.0,20,young,old,-1.0
age_implicit_000863,age,implicit,20.0,40.0,-4.0,5.0,21,young,old,-1.5
age_implicit_000864,age,implicit,20.0,40.0,-4.0,5.0,22,young,old,-1.0
age_implicit_000865,age,implicit,20.0,40.0,-4.0,5.0,23,young,old,-1.375
age_implicit_000866,age,implicit,20.0,40.0,-4.0,5.0,24,young,old,-1.0
age_implicit_000867,age,implicit,20.0,40.0,-4.0,5.0,25,young,old,-1.0
age_implicit_000868,age,implicit,20.0,40.0,-4.0,5.0,26,young,old,-1.625
age_implicit_000869,age,implicit,20.0,40.0,-4.0,5.0,27,young,old,-1.375
age_implicit_000870,age,implicit,20.0,40.0,-4.0,5.0,28,young,old,-0.875
age_implicit_000871,age,implicit,20.0,40.0,-4.0,5.0,29,young,old,-1.375
age_implicit_000873,age,implicit,20.0,45.0,-5.0,5.0,0,young,old,-1.625
age_implicit_000874,age,implicit,20.0,45.0,-5.0,5.0,1,young,old,-1.125
age_implicit_000875,age,implicit,20.0,45.0,-5.0,5.0,2,young,old,-1.5
age_implicit_000876,age,implicit,20.0,45.0,-5.0,5.0,3,young,old,-1.625
age_implicit_000877,age,implicit,20.0,45.0,-5.0,5.0,4,young,old,-1.5
age_implicit_000878,age,implicit,20.0,45.0,-5.0,5.0,5,young,old,-1.25
age_implicit_000879,age,implicit,20.0,45.0,-5.0,5.0,6,young,old,-1.375
age_implicit_000880,age,implicit,20.0,45.0,-5.0,5.0,7,young,old,-0.875
age_implicit_000881,age,implicit,20.0,45.0,-5.0,5.0,8,young,old,-1.125
age_implicit_000882,age,implicit,20.0,45.0,-5.0,5.0,9,young,old,-1.75
age_implicit_000883,age,implicit,20.0,45.0,-5.0,5.0,10,young,old,-1.125
age_implicit_000884,age,implicit,20.0,45.0,-5.0,5.0,11,young,old,-1.375
age_implicit_000885,age,implicit,20.0,45.0,-5.0,5.0,12,young,old,-1.0
age_implicit_000886,age,implicit,20.0,45.0,-5.0,5.0,13,young,old,-1.25
age_implicit_000887,age,implicit,20.0,45.0,-5.0,5.0,14,young,old,-0.875
age_implicit_000888,age,implicit,20.0,45.0,-5.0,5.0,15,young,old,-0.875
age_implicit_000889,age,implicit,20.0,45.0,-5.0,5.0,16,young,old,-2.0
age_implicit_000890,age,implicit,20.0,45.0,-5.0,5.0,17,young,old,-1.0
age_implicit_000891,age,implicit,20.0,45.0,-5.0,5.0,18,young,old,-1.25
age_implicit_000892,age,implicit,20.0,45.0,-5.0,5.0,19,young,old,-1.0
age_implicit_000893,age,implicit,20.0,45.0,-5.0,5.0,20,young,old,-1.25
age_implicit_000894,age,implicit,20.0,45.0,-5.0,5.0,21,young,old,-1.625
age_implicit_000895,age,implicit,20.0,45.0,-5.0,5.0,22,young,old,-0.875
age_implicit_000896,age,implicit,20.0,45.0,-5.0,5.0,23,young,old,-1.625
age_implicit_000897,age,implicit,20.0,45.0,-5.0,5.0,24,young,old,-1.125
age_implicit_000898,age,implicit,20.0,45.0,-5.0,5.0,25,young,old,-1.5
age_implicit_000899,age,implicit,20.0,45.0,-5.0,5.0,26,young,old,-1.5
age_implicit_000900,age,implicit,20.0,45.0,-5.0,5.0,27,young,old,-1.5
age_implicit_000901,age,implicit,20.0,45.0,-5.0,5.0,28,young,old,-0.875
age_implicit_000902,age,implicit,20.0,45.0,-5.0,5.0,29,young,old,-1.5
age_implicit_000904,age,implicit,20.0,55.0,-7.0,5.0,0,young,old,-1.625
age_implicit_000905,age,implicit,20.0,55.0,-7.0,5.0,1,young,old,-1.25
age_implicit_000906,age,implicit,20.0,55.0,-7.0,5.0,2,young,old,-1.5
age_implicit_000907,age,implicit,20.0,55.0,-7.0,5.0,3,young,old,-1.75
age_implicit_000908,age,implicit,20.0,55.0,-7.0,5.0,4,young,old,-1.5
age_implicit_000909,age,implicit,20.0,55.0,-7.0,5.0,5,young,old,-1.375
age_implicit_000910,age,implicit,20.0,55.0,-7.0,5.0,6,young,old,-1.375
age_implicit_000911,age,implicit,20.0,55.0,-7.0,5.0,7,young,old,-1.25
age_implicit_000912,age,implicit,20.0,55.0,-7.0,5.0,8,young,old,-1.25
age_implicit_000913,age,implicit,20.0,55.0,-7.0,5.0,9,young,old,-1.75
age_implicit_000914,age,implicit,20.0,55.0,-7.0,5.0,10,young,old,-1.375
age_implicit_000915,age,implicit,20.0,55.0,-7.0,5.0,11,young,old,-1.625
age_implicit_000916,age,implicit,20.0,55.0,-7.0,5.0,12,young,old,-1.25
age_implicit_000917,age,implicit,20.0,55.0,-7.0,5.0,13,young,old,-1.5
age_implicit_000918,age,implicit,20.0,55.0,-7.0,5.0,14,young,old,-1.375
age_implicit_000919,age,implicit,20.0,55.0,-7.0,5.0,15,young,old,-1.25
age_implicit_000920,age,implicit,20.0,55.0,-7.0,5.0,16,young,old,-1.625
age_implicit_000921,age,implicit,20.0,55.0,-7.0,5.0,17,young,old,-1.25
age_implicit_000922,age,implicit,20.0,55.0,-7.0,5.0,18,young,old,-1.125
age_implicit_000923,age,implicit,20.0,55.0,-7.0,5.0,19,young,old,-1.125
age_implicit_000924,age,implicit,20.0,55.0,-7.0,5.0,20,young,old,-1.5
age_implicit_000925,age,implicit,20.0,55.0,-7.0,5.0,21,young,old,-1.625
age_implicit_000926,age,implicit,20.0,55.0,-7.0,5.0,22,young,old,-1.25
age_implicit_000927,age,implicit,20.0,55.0,-7.0,5.0,23,young,old,-1.75
age_implicit_000928,age,implicit,20.0,55.0,-7.0,5.0,24,young,old,-1.125
age_implicit_000929,age,implicit,20.0,55.0,-7.0,5.0,25,young,old,-1.625
age_implicit_000930,age,implicit,20.0,55.0,-7.0,5.0,26,young,old,-1.625
age_implicit_000931,age,implicit,20.0,55.0,-7.0,5.0,27,young,old,-1.625
age_implicit_000932,age,implicit,20.0,55.0,-7.0,5.0,28,young,old,-1.125
age_implicit_000933,age,implicit,20.0,55.0,-7.0,5.0,29,young,old,-1.5
age_implicit_000935,age,implicit,30.0,25.0,1.0,5.0,0,young,old,1.5
age_implicit_000936,age,implicit,30.0,25.0,1.0,5.0,1,young,old,1.625
age_implicit_000937,age,implicit,30.0,25.0,1.0,5.0,2,young,old,1.75
age_implicit_000938,age,implicit,30.0,25.0,1.0,5.0,3,young,old,1.125
age_implicit_000939,age,implicit,30.0,25.0,1.0,5.0,4,young,old,1.5
age_implicit_000940,age,implicit,30.0,25.0,1.0,5.0,5,young,old,1.625
age_implicit_000941,age,implicit,30.0,25.0,1.0,5.0,6,young,old,1.0
age_implicit_000942,age,implicit,30.0,25.0,1.0,5.0,7,young,old,1.0
age_implicit_000943,age,implicit,30.0,25.0,1.0,5.0,8,young,old,0.75
age_implicit_000944,age,implicit,30.0,25.0,1.0,5.0,9,young,old,1.625
age_implicit_000945,age,implicit,30.0,25.0,1.0,5.0,10,young,old,1.375
age_implicit_000946,age,implicit,30.0,25.0,1.0,5.0,11,young,old,1.375
age_implicit_000947,age,implicit,30.0,25.0,1.0,5.0,12,young,old,1.375
age_implicit_000948,age,implicit,30.0,25.0,1.0,5.0,13,young,old,1.5
age_implicit_000949,age,implicit,30.0,25.0,1.0,5.0,14,young,old,1.0
age_implicit_000950,age,implicit,30.0,25.0,1.0,5.0,15,young,old,1.5
age_implicit_000951,age,implicit,30.0,25.0,1.0,5.0,16,young,old,1.625
age_implicit_000952,age,implicit,30.0,25.0,1.0,5.0,17,young,old,2.0
age_implicit_000953,age,implicit,30.0,25.0,1.0,5.0,18,young,old,1.5
age_implicit_000954,age,implicit,30.0,25.0,1.0,5.0,19,young,old,1.375
age_implicit_000955,age,implicit,30.0,25.0,1.0,5.0,20,young,old,1.375
age_implicit_000956,age,implicit,30.0,25.0,1.0,5.0,21,young,old,1.0
age_implicit_000957,age,implicit,30.0,25.0,1.0,5.0,22,young,old,1.75
age_implicit_000958,age,implicit,30.0,25.0,1.0,5.0,23,young,old,1.25
age_implicit_000959,age,implicit,30.0,25.0,1.0,5.0,24,young,old,0.5
age_implicit_000960,age,implicit,30.0,25.0,1.0,5.0,25,young,old,1.125
age_implicit_000961,age,implicit,30.0,25.0,1.0,5.0,26,young,old,1.5
age_implicit_000962,age,implicit,30.0,25.0,1.0,5.0,27,young,old,1.375
age_implicit_000963,age,implicit,30.0,25.0,1.0,5.0,28,young,old,1.125
age_implicit_000964,age,implicit,30.0,25.0,1.0,5.0,29,young,old,1.5
age_implicit_000966,age,implicit,30.0,35.0,-1.0,5.0,0,young,old,-0.125
age_implicit_000967,age,implicit,30.0,35.0,-1.0,5.0,1,young,old,0.0
age_implicit_000968,age,implicit,30.0,35.0,-1.0,5.0,2,young,old,0.0
age_implicit_000969,age,implicit,30.0,35.0,-1.0,5.0,3,young,old,-0.25
age_implicit_000970,age,implicit,30.0,35.0,-1.0,5.0,4,young,old,-0.5
age_implicit_000971,age,implicit,30.0,35.0,-1.0,5.0,5,young,old,0.5
age_implicit_000972,age,implicit,30.0,35.0,-1.0,5.0,6,young,old,-0.5
age_implicit_000973,age,implicit,30.0,35.0,-1.0,5.0,7,young,old,-0.125
age_implicit_000974,age,implicit,30.0,35.0,-1.0,5.0,8,young,old,-0.5
age_implicit_000975,age,implicit,30.0,35.0,-1.0,5.0,9,young,old,-0.125
age_implicit_000976,age,implicit,30.0,35.0,-1.0,5.0,10,young,old,-0.125
age_implicit_000977,age,implicit,30.0,35.0,-1.0,5.0,11,young,old,-0.5
age_implicit_000978,age,implicit,30.0,35.0,-1.0,5.0,12,young,old,0.0
age_implicit_000979,age,implicit,30.0,35.0,-1.0,5.0,13,young,old,-0.875
age_implicit_000980,age,implicit,30.0,35.0,-1.0,5.0,14,young,old,-0.375
age_implicit_000981,age,implicit,30.0,35.0,-1.0,5.0,15,young,old,0.0
age_implicit_000982,age,implicit,30.0,35.0,-1.0,5.0,16,young,old,-0.375
age_implicit_000983,age,implicit,30.0,35.0,-1.0,5.0,17,young,old,0.25
age_implicit_000984,age,implicit,30.0,35.0,-1.0,5.0,18,young,old,-0.25
age_implicit_000985,age,implicit,30.0,35.0,-1.0,5.0,19,young,old,0.125
age_implicit_000986,age,implicit,30.0,35.0,-1.0,5.0,20,young,old,-0.125
age_implicit_000987,age,implicit,30.0,35.0,-1.0,5.0,21,young,old,-0.75
age_implicit_000988,age,implicit,30.0,35.0,-1.0,5.0,22,young,old,0.5
age_implicit_000989,age,implicit,30.0,35.0,-1.0,5.0,23,young,old,-0.375
age_implicit_000990,age,implicit,30.0,35.0,-1.0,5.0,24,young,old,-0.125
age_implicit_000991,age,implicit,30.0,35.0,-1.0,5.0,25,young,old,-0.5
age_implicit_000992,age,implicit,30.0,35.0,-1.0,5.0,26,young,old,-0.125
age_implicit_000993,age,implicit,30.0,35.0,-1.0,5.0,27,young,old,-0.375
age_implicit_000994,age,implicit,30.0,35.0,-1.0,5.0,28,young,old,-0.5
age_implicit_000995,age,implicit,30.0,35.0,-1.0,5.0,29,young,old,0.125
age_implicit_000997,age,implicit,30.0,40.0,-2.0,5.0,0,young,old,-1.5
age_implicit_000998,age,implicit,30.0,40.0,-2.0,5.0,1,young,old,-0.375
age_implicit_000999,age,implicit,30.0,40.0,-2.0,5.0,2,young,old,-1.375
age_implicit_001000,age,implicit,30.0,40.0,-2.0,5.0,3,young,old,-1.625
age_implicit_001001,age,implicit,30.0,40.0,-2.0,5.0,4,young,old,-1.375
age_implicit_001002,age,implicit,30.0,40.0,-2.0,5.0,5,young,old,-0.5
age_implicit_001003,age,implicit,30.0,40.0,-2.0,5.0,6,young,old,-1.375
age_implicit_001004,age,implicit,30.0,40.0,-2.0,5.0,7,young,old,-0.875
age_implicit_001005,age,implicit,30.0,40.0,-2.0,5.0,8,young,old,-1.125
age_implicit_001006,age,implicit,30.0,40.0,-2.0,5.0,9,young,old,-1.5
age_implicit_001007,age,implicit,30.0,40.0,-2.0,5.0,10,young,old,-0.625
age_implicit_001008,age,implicit,30.0,40.0,-2.0,5.0,11,young,old,-1.125
age_implicit_001009,age,implicit,30.0,40.0,-2.0,5.0,12,young,old,-0.75
age_implicit_001010,age,implicit,30.0,40.0,-2.0,5.0,13,young,old,-1.125
age_implicit_001011,age,implicit,30.0,40.0,-2.0,5.0,14,young,old,-0.5
age_implicit_001012,age,implicit,30.0,40.0,-2.0,5.0,15,young,old,-0.625
age_implicit_001013,age,implicit,30.0,40.0,-2.0,5.0,16,young,old,-1.75
age_implicit_001014,age,implicit,30.0,40.0,-2.0,5.0,17,young,old,-0.875
age_implicit_001015,age,implicit,30.0,40.0,-2.0,5.0,18,young,old,-1.125
age_implicit_001016,age,implicit,30.0,40.0,-2.0,5.0,19,young,old,-0.625
age_implicit_001017,age,implicit,30.0,40.0,-2.0,5.0,20,young,old,-0.75
age_implicit_001018,age,implicit,30.0,40.0,-2.0,5.0,21,young,old,-1.625
age_implicit_001019,age,implicit,30.0,40.0,-2.0,5.0,22,young,old,-0.5
age_implicit_001020,age,implicit,30.0,40.0,-2.0,5.0,23,young,old,-1.125
age_implicit_001021,age,implicit,30.0,40.0,-2.0,5.0,24,young,old,-0.625
age_implicit_001022,age,implicit,30.0,40.0,-2.0,5.0,25,young,old,-0.875
age_implicit_001023,age,implicit,30.0,40.0,-2.0,5.0,26,young,old,-1.0
age_implicit_001024,age,implicit,30.0,40.0,-2.0,5.0,27,young,old,-1.375
age_implicit_001025,age,implicit,30.0,40.0,-2.0,5.0,28,young,old,-1.0
age_implicit_001026,age,implicit,30.0,40.0,-2.0,5.0,29,young,old,-1.25
age_implicit_001028,age,implicit,30.0,45.0,-3.0,5.0,0,young,old,-2.125
age_implicit_001029,age,implicit,30.0,45.0,-3.0,5.0,1,young,old,-1.375
age_implicit_001030,age,implicit,30.0,45.0,-3.0,5.0,2,young,old,-1.75
age_implicit_001031,age,implicit,30.0,45.0,-3.0,5.0,3,young,old,-1.625
age_implicit_001032,age,implicit,30.0,45.0,-3.0,5.0,4,young,old,-1.375
age_implicit_001033,age,implicit,30.0,45.0,-3.0,5.0,5,young,old,-1.25
age_implicit_001034,age,implicit,30.0,45.0,-3.0,5.0,6,young,old,-1.375
age_implicit_001035,age,implicit,30.0,45.0,-3.0,5.0,7,young,old,-1.0
age_implicit_001036,age,implicit,30.0,45.0,-3.0,5.0,8,young,old,-1.375
age_implicit_001037,age,implicit,30.0,45.0,-3.0,5.0,9,young,old,-1.875
age_implicit_001038,age,implicit,30.0,45.0,-3.0,5.0,10,young,old,-1.125
age_implicit_001039,age,implicit,30.0,45.0,-3.0,5.0,11,young,old,-1.5
age_implicit_001040,age,implicit,30.0,45.0,-3.0,5.0,12,young,old,-1.125
age_implicit_001041,age,implicit,30.0,45.0,-3.0,5.0,13,young,old,-1.375
age_implicit_001042,age,implicit,30.0,45.0,-3.0,5.0,14,young,old,-0.875
age_implicit_001043,age,implicit,30.0,45.0,-3.0,5.0,15,young,old,-0.875
age_implicit_001044,age,implicit,30.0,45.0,-3.0,5.0,16,young,old,-2.25
age_implicit_001045,age,implicit,30.0,45.0,-3.0,5.0,17,young,old,-1.375
age_implicit_001046,age,implicit,30.0,45.0,-3.0,5.0,18,young,old,-1.5
age_implicit_001047,age,implicit,30.0,45.0,-3.0,5.0,19,young,old,-1.0
age_implicit_001048,age,implicit,30.0,45.0,-3.0,5.0,20,young,old,-1.375
age_implicit_001049,age,implicit,30.0,45.0,-3.0,5.0,21,young,old,-1.875
age_implicit_001050,age,implicit,30.0,45.0,-3.0,5.0,22,young,old,-1.125
age_implicit_001051,age,implicit,30.0,45.0,-3.0,5.0,23,young,old,-1.75
age_implicit_001052,age,implicit,30.0,45.0,-3.0,5.0,24,young,old,-1.125
age_implicit_001053,age,implicit,30.0,45.0,-3.0,5.0,25,young,old,-1.5
age_implicit_001054,age,implicit,30.0,45.0,-3.0,5.0,26,young,old,-1.625
age_implicit_001055,age,implicit,30.0,45.0,-3.0,5.0,27,young,old,-1.625
age_implicit_001056,age,implicit,30.0,45.0,-3.0,5.0,28,young,old,-1.125
age_implicit_001057,age,implicit,30.0,45.0,-3.0,5.0,29,young,old,-1.625
age_implicit_001059,age,implicit,30.0,55.0,-5.0,5.0,0,young,old,-2.0
age_implicit_001060,age,implicit,30.0,55.0,-5.0,5.0,1,young,old,-1.5
age_implicit_001061,age,implicit,30.0,55.0,-5.0,5.0,2,young,old,-1.75
age_implicit_001062,age,implicit,30.0,55.0,-5.0,5.0,3,young,old,-1.875
age_implicit_001063,age,implicit,30.0,55.0,-5.0,5.0,4,young,old,-1.75
age_implicit_001064,age,implicit,30.0,55.0,-5.0,5.0,5,young,old,-1.75
age_implicit_001065,age,implicit,30.0,55.0,-5.0,5.0,6,young,old,-1.625
age_implicit_001066,age,implicit,30.0,55.0,-5.0,5.0,7,young,old,-1.375
age_implicit_001067,age,implicit,30.0,55.0,-5.0,5.0,8,young,old,-1.625
age_implicit_001068,age,implicit,30.0,55.0,-5.0,5.0,9,young,old,-2.125
age_implicit_001069,age,implicit,30.0,55.0,-5.0,5.0,10,young,old,-1.625
age_implicit_001070,age,implicit,30.0,55.0,-5.0,5.0,11,young,old,-2.0
age_implicit_001071,age,implicit,30.0,55.0,-5.0,5.0,12,young,old,-1.5
age_implicit_001072,age,implicit,30.0,55.0,-5.0,5.0,13,young,old,-1.75
age_implicit_001073,age,implicit,30.0,55.0,-5.0,5.0,14,young,old,-1.375
age_implicit_001074,age,implicit,30.0,55.0,-5.0,5.0,15,young,old,-1.375
age_implicit_001075,age,implicit,30.0,55.0,-5.0,5.0,16,young,old,-2.125
age_implicit_001076,age,implicit,30.0,55.0,-5.0,5.0,17,young,old,-1.75
age_implicit_001077,age,implicit,30.0,55.0,-5.0,5.0,18,young,old,-1.5
age_implicit_001078,age,implicit,30.0,55.0,-5.0,5.0,19,young,old,-1.5
age_implicit_001079,age,implicit,30.0,55.0,-5.0,5.0,20,young,old,-1.875
age_implicit_001080,age,implicit,30.0,55.0,-5.0,5.0,21,young,old,-2.125
age_implicit_001081,age,implicit,30.0,55.0,-5.0,5.0,22,young,old,-1.5
age_implicit_001082,age,implicit,30.0,55.0,-5.0,5.0,23,young,old,-1.875
age_implicit_001083,age,implicit,30.0,55.0,-5.0,5.0,24,young,old,-1.5
age_implicit_001084,age,implicit,30.0,55.0,-5.0,5.0,25,young,old,-1.875
age_implicit_001085,age,implicit,30.0,55.0,-5.0,5.0,26,young,old,-2.0
age_implicit_001086,age,implicit,30.0,55.0,-5.0,5.0,27,young,old,-2.0
age_implicit_001087,age,implicit,30.0,55.0,-5.0,5.0,28,young,old,-1.375
age_implicit_001088,age,implicit,30.0,55.0,-5.0,5.0,29,young,old,-1.75
age_implicit_001090,age,implicit,40.0,25.0,3.0,5.0,0,young,old,2.625
